"","species","state","year","lake.id","level","linf","k","t0","minage","maxage"
"67","bluegill","in",1991,"417","lakeyear",18.7651110131827,0.526636318674066,-0.0560408766665996,1,7
"68","bluegill","in",2009,"148","lakeyear",22.382513579628,0.266440132650465,-1.14891152542523,1,8
"69","bluegill","in",1992,"436","lakeyear",22.6937150857008,0.218498245303032,0.0592758855239794,1,7
"70","bluegill","in",1995,"436","lakeyear",36.6637821359655,0.107444400417189,-0.383434561889435,1,6
"71","bluegill","in",1991,"435","lakeyear",28.0434179646198,0.199449907364472,0.238371154831569,1,7
"72","bluegill","in",1993,"502","lakeyear",30.6023577116458,0.215925075627923,0.289574970575575,1,7
"73","bluegill","in",1993,"471","lakeyear",25.7396049905501,0.299787384023455,0.303555774768121,1,6
"74","bluegill","in",1992,"501","lakeyear",53.2129868147259,0.101970552781677,0.0533980292667931,1,7
"75","bluegill","in",1990,"507","lakeyear",19.1097925959643,0.487370377737943,0.678762404350876,1,7
"76","bluegill","in",1994,"507","lakeyear",23.6153434853887,0.260129909854919,-0.296959890865119,1,7
"77","bluegill","in",2006,"12","lakeyear",24.1288587109195,0.289268424853655,-0.397115101400265,1,6
"78","bluegill","in",1998,"507","lakeyear",19.3644737523677,0.494749749787571,0.0744182431368992,1,6
"79","bluegill","in",1990,"59","lakeyear",20.2374494335225,0.455161694507983,0.73484219985962,2,8
"80","bluegill","in",2002,"88","lakeyear",23.8830335431767,0.385423062124431,0.933865453441124,2,8
"81","bluegill","in",2001,"108","lakeyear",25.3708043555143,0.359423808312453,0.142396849691535,1,5
"82","bluegill","in",2002,"92","lakeyear",34.8887313265934,0.152949664896839,-0.468636264808103,1,7
"83","bluegill","in",2002,"69","lakeyear",35.4932883648719,0.213582520815613,0.0761064739995699,1,7
"84","bluegill","in",1995,"147","lakeyear",27.971602545303,0.206871468680845,0.675584685858235,2,7
"85","bluegill","in",1992,"508","lakeyear",15822.42221596,0.000178595507285231,-0.967668687077442,1,6
"86","bluegill","in",1991,"517","lakeyear",26.4677315173848,0.165593003982722,-0.395481702127746,1,8
"87","bluegill","in",1989,"64","lakeyear",25.6996308826472,0.290226547355482,-0.436989978377107,1,6
"88","bluegill","in",1995,"517","lakeyear",454.247696444559,0.00494589780159632,-1.31545842515166,1,8
"89","bluegill","in",1991,"370","lakeyear",31.2777877777565,0.163168013414042,-0.112309223406094,1,8
"90","bluegill","in",1999,"384","lakeyear",54.319692147401,0.0694343377289593,-0.513354192421349,1,7
"91","bluegill","in",2004,"472","lakeyear",48.5207920196807,0.0797779001885242,-0.719199298568379,1,5
"92","bluegill","in",2002,"547","lakeyear",38.4867437662338,0.149701497785958,0.0267632906497803,1,7
"93","bluegill","in",1993,"396","lakeyear",22.9804844895162,0.264530121892183,0.0292931670326353,1,8
"94","bluegill","in",2000,"550","lakeyear",76.6396731638082,0.0664133939552541,-0.0805165934907629,1,6
"95","bluegill","in",2005,"339","lakeyear",23.8082685479821,0.359426790222092,0.129358515746548,1,6
"96","bluegill","in",2000,"121","lakeyear",25.0580752812784,0.367660236048235,-0.293650896833682,1,5
"97","walleye","in",2007,"577","lakeyear",56.2744753335679,0.344014210723981,-0.941567065356135,0,7
"98","walleye","in",2009,"86","lakeyear",35.5671637591369,119.511548478241,-0.0064907290134677,0,6
"99","yellow_perch","in",2001,"606","lakeyear",28.3279945077819,0.61982868883858,0.321700742182466,2,7
"100","yellow_perch","in",1991,"370","lakeyear",38.5285908514546,0.160486059030462,-0.682586066683487,1,7
"101","yellow_perch","in",2000,"64","lakeyear",33.4799980442984,0.138551390825204,-2.45664419497788,1,6
"102","largemouth_bass","in",2009,"{A25262D7-430C-4DC3-91D0-17E2F778EFDE}","lakeyear",34.2500002990499,128775383.234109,-0.146831167730988,1,10
"103","largemouth_bass","in",2008,"507","lakeyear",49.1880469353131,0.27540706672184,0.583155569335193,2,9
"104","largemouth_bass","in",2007,"473","lakeyear",54.1411691475874,0.158186134376462,-0.645103829266057,1,7
"105","largemouth_bass","in",2006,"550","lakeyear",48.6970075782635,0.275881754235291,0.180498548466336,1,6
"106","largemouth_bass","in",2002,"613","lakeyear",30.5778550194868,12558.0435457674,0.988078437132229,1,7
"107","largemouth_bass","in",2002,"615","lakeyear",32.1092896589041,35.3362317392288,0.98586332238254,1,9
"108","largemouth_bass","in",2001,"606","lakeyear",59.736339353269,0.186208592433258,-0.215172066434288,1,7
"109","largemouth_bass","in",2005,"551","lakeyear",27.9843750025715,1.24035272552219e+30,-11.9099406510906,1,8
"110","largemouth_bass","in",2002,"616","lakeyear",50.7815276493845,0.189569220037561,-0.426376211666025,1,9
"111","largemouth_bass","in",2003,"604","lakeyear",39.6314367386782,0.288516080945112,-0.160708755267329,1,8
"112","largemouth_bass","in",2006,"601","lakeyear",50.363359338381,0.242773930002692,0.104740619710916,1,8
"113","largemouth_bass","in",1999,"457","lakeyear",79.3755120320142,0.114814610820936,-0.305842802759882,1,6
"114","largemouth_bass","in",1996,"418","lakeyear",46.2478519019292,0.27635561408367,-0.222675442373636,1,7
"115","largemouth_bass","in",2001,"417","lakeyear",44.2392657912954,0.388622584707116,0.388936935152766,1,5
"116","largemouth_bass","in",2002,"507","lakeyear",51.0666761497668,0.181616833892398,-0.972905527770685,1,5
"117","largemouth_bass","in",2003,"390","lakeyear",50.4126370321267,0.224565209758725,-0.220738955312596,1,9
"118","largemouth_bass","in",2000,"413","lakeyear",37.8865916062954,0.418793230681785,0.0436332268771677,1,6
"119","largemouth_bass","in",1997,"382","lakeyear",46.3077297988484,0.241661781909782,-0.0194856485030665,1,6
"120","largemouth_bass","in",2006,"400","lakeyear",68.7922606022388,0.126159374785481,-0.609037423640992,1,6
"121","largemouth_bass","in",2005,"402","lakeyear",294.356813380165,0.0205337201627374,-1.16408881815313,1,8
"122","largemouth_bass","in",2000,"426","lakeyear",43.8477852520147,0.261738347170005,-0.329280423589356,1,6
"123","largemouth_bass","in",2000,"416","lakeyear",44.9773354740979,0.270114117402745,-0.0192267052227795,1,6
"124","largemouth_bass","in",2004,"401","lakeyear",49.2832021890211,0.245622338672937,-0.0746416148731071,1,8
"125","largemouth_bass","in",2004,"425","lakeyear",52.6206148935781,0.213103481975007,0.141596344336852,1,6
"126","largemouth_bass","in",2002,"396","lakeyear",70.1242367831782,0.101703929588534,-0.54814797745494,1,10
"127","largemouth_bass","in",2006,"553","lakeyear",25.9499999854629,8307080.64076306,-3.15749579758052,1,7
"128","largemouth_bass","in",2007,"83","lakeyear",64.1639932766097,0.179755803019837,0.120811473845284,1,5
"129","largemouth_bass","in",2001,"436","lakeyear",62.4281435717381,0.132184783694551,-0.519890701883728,1,6
"130","largemouth_bass","in",1998,"424","lakeyear",502.61389699826,0.0110530818387683,-1.39503749920237,1,6
"131","largemouth_bass","in",2004,"460","lakeyear",75.1146007436636,0.106627580940774,-0.570620756155787,1,9
"132","largemouth_bass","in",2009,"606","lakeyear",48.4948266120077,0.241144825319135,-0.0798219076986236,1,10
"133","largemouth_bass","in",1996,"471","lakeyear",30.5760856210517,2299.3156056628,0.37269049293981,1,6
"134","largemouth_bass","in",2004,"362","lakeyear",54.9068844185973,0.188742826481005,-0.0581709644310728,1,7
"135","largemouth_bass","in",1998,"510","lakeyear",93.9363847443699,0.102783730877752,-0.241127989117617,1,6
"136","largemouth_bass","in",1996,"502","lakeyear",617.237713900855,0.00907483576588843,-1.68658482850244,1,6
"137","largemouth_bass","in",2008,"550","lakeyear",50.2170723400398,0.191393178056791,-0.592554072591617,1,6
"138","largemouth_bass","in",2005,"339","lakeyear",52.3266657796487,0.189927880473172,-0.750445434861317,1,6
"139","largemouth_bass","in",2001,"367","lakeyear",61.7049012624099,0.109610572107152,-1.02387440870797,1,10
"140","largemouth_bass","in",1995,"375","lakeyear",115.45329055159,0.0672734490626052,-0.767934023546515,1,6
"141","largemouth_bass","in",2009,"426","lakeyear",46.1798683376794,0.260995117369552,-0.444308460276983,0,6
"142","largemouth_bass","in",2008,"615","lakeyear",66.1539094298616,0.129347110131694,-0.64789418792332,1,9
"143","largemouth_bass","in",1994,"558","lakeyear",52.7130471944594,0.207790276255827,0.16785420695007,1,8
"144","largemouth_bass","in",1995,"612","lakeyear",56.8068682581696,0.148376321788953,-0.433823514345705,1,9
"145","largemouth_bass","in",1994,"341","lakeyear",51.9533725965663,0.258531676363596,-0.275174611906612,1,6
"146","largemouth_bass","in",1992,"246","lakeyear",45.8528135262139,0.202129578591559,-0.65691536154021,1,6
"147","largemouth_bass","in",1992,"318","lakeyear",101.852810611788,0.0563725160459196,-1.365041379208,1,8
"148","largemouth_bass","in",2009,"108","lakeyear",44.3639036357926,0.392826126282659,0.614204871389756,1,10
"149","largemouth_bass","in",1991,"436","lakeyear",134.570695360234,0.0491376895774512,-0.537686893394762,2,8
"150","largemouth_bass","in",1995,"436","lakeyear",27790344.4096846,1.38411620092889e-07,-2.45543590762671,1,6
"151","largemouth_bass","in",1991,"435","lakeyear",73.0379238000496,0.0795112011731153,-1.43756476185277,1,9
"152","largemouth_bass","in",1992,"473","lakeyear",98.442874187035,0.0717883267378548,-1.02029354971285,1,6
"153","largemouth_bass","in",1993,"502","lakeyear",85.6208731593487,0.0850853977168218,-0.637353131498126,1,9
"154","largemouth_bass","in",1993,"471","lakeyear",51.2014652533953,0.195062485648076,-0.0903466237509331,1,8
"155","largemouth_bass","in",1992,"501","lakeyear",87.5451192366907,0.0780296733293202,-1.39602619312684,1,7
"156","largemouth_bass","in",1992,"507","lakeyear",164.559130651431,0.0504476960135815,0.335055217682157,2,6
"157","largemouth_bass","in",1994,"507","lakeyear",57.295340113817,0.203711229276853,-0.103249979836092,1,7
"158","largemouth_bass","in",2006,"134","lakeyear",47.6017903289278,0.36690525043908,0.597101627297775,2,8
"159","largemouth_bass","in",1991,"12","lakeyear",155.927146843744,0.0451501191431074,-0.943740573006708,1,7
"160","largemouth_bass","in",1992,"508","lakeyear",55.9445741595872,0.165222580320451,-1.03678683961783,1,6
"161","largemouth_bass","in",1991,"517","lakeyear",60.6226137624525,0.149321259166443,-0.396259555620177,1,7
"162","largemouth_bass","in",2002,"517","lakeyear",68.2188367145213,0.128442715661184,-0.52573607747246,1,7
"163","largemouth_bass","in",1991,"370","lakeyear",38.2345457578133,0.263789300917703,-0.545861142816794,1,7
"164","largemouth_bass","in",2004,"472","lakeyear",56.3044830613324,0.215170731438937,0.539154677175922,2,10
"165","largemouth_bass","in",1994,"547","lakeyear",43.4972550076772,0.342175016128942,0.206826943408288,1,7
"166","largemouth_bass","in",1992,"547","lakeyear",47.1342021665508,0.294824832913197,-0.380691355178103,1,7
"167","largemouth_bass","in",2002,"547","lakeyear",27.666666411453,289.069916460366,0.878645668478997,1,8
"168","largemouth_bass","in",2000,"550","lakeyear",59.7768262291354,0.182072467639144,-0.303345607821579,1,5
"169","largemouth_bass","in",2000,"64","lakeyear",68.854067508837,0.109893756799266,-1.19232389963365,1,8
"170","largemouth_bass","in",1999,"384","lakeyear",112.862973884802,0.0610028040988648,-1.00019338125202,1,6
"171","black_crappie","in",2008,"507","lakeyear",213.463747760592,0.016246481872541,-2.70195684824876,1,7
"172","black_crappie","in",2001,"405","lakeyear",20.0904500154728,0.670894226703323,0.111568093030174,1,5
"173","yellow_perch","mi",2006,"1-165","lakeyear",1545564765.83737,2.61998091500125e-09,-1.11212446202817,0,7
"174","yellow_perch","mi",2003,"28-56","lakeyear",42.6504637856413,0.0843066341589338,-1.19838626477311,2,7
"175","yellow_perch","mi",2003,"8-141","lakeyear",25.2297624433726,0.403357847498058,0.213357785943494,1,7
"176","yellow_perch","mi",2003,"38-568","lakeyear",25.2196716569845,0.641052929328518,0.395780803655648,1,7
"177","yellow_perch","mi",2003,"36-2067","lakeyear",9.45631023962944,7.01461436972349,-0.903247736182431,2,6
"178","yellow_perch","mi",2003,"1-4","lakeyear",51.8616203179107,0.108711482741579,-0.888897631377379,2,7
"179","yellow_perch","mi",2003,"48-53","lakeyear",71.3049179483047,0.0577862431206138,-1.09866173498997,1,7
"180","yellow_perch","mi",2003,"69-316","lakeyear",73.1256699041489,0.0513180923283627,-2.05024313045073,1,7
"181","yellow_perch","mi",2003,"41-516","lakeyear",329.371524863713,0.0125032495857877,-0.927709514880746,1,6
"182","yellow_perch","mi",2003,"22-383","lakeyear",96.3507948654939,0.0400320162762126,-1.99258866664386,1,6
"183","yellow_perch","mi",2003,"17-469","lakeyear",65.9206238694623,0.0533344218246274,-0.897522157525547,0,7
"184","yellow_perch","mi",2004,"17-211","lakeyear",25.1877983066517,0.265151554082352,-0.305524404235546,1,7
"185","yellow_perch","mi",2004,"65-60","lakeyear",23.8216909083684,0.299311546947236,-0.525006631302114,1,5
"186","yellow_perch","mi",2004,"48-634","lakeyear",21.6156682359861,0.81257524404042,1.35205817240951,2,7
"187","yellow_perch","mi",2004,"2-461","lakeyear",19.6975386021083,0.475870460688179,-0.404702970417755,1,7
"188","yellow_perch","mi",2004,"2-775","lakeyear",27.3984271385673,0.249107169829896,-0.818782610886723,1,7
"189","yellow_perch","mi",2003,"27-108","lakeyear",68.2368994207617,0.0526520418847105,-0.979656446547316,1,7
"190","yellow_perch","mi",2004,"10-24","lakeyear",28.8751461687794,0.281672319477638,0.0250838527595932,1,7
"191","yellow_perch","mi",2004,"62-82","lakeyear",52.5998461966079,0.113055973522363,-0.690788536628102,1,7
"192","yellow_perch","mi",2004,"36-32","lakeyear",34.0953333463299,0.242108630866088,-0.137859814233744,1,7
"193","yellow_perch","mi",2004,"43-254","lakeyear",34.7592421391541,0.245930800859068,-0.0797491966520132,1,7
"194","yellow_perch","mi",2003,"52-305","lakeyear",19.1380361723946,0.4758189127606,-1.03110678283822,0,4
"195","yellow_perch","mi",2004,"10-95","lakeyear",34.1458571754261,0.280534955585315,0.00587741864535801,1,5
"196","yellow_perch","mi",2004,"31-585","lakeyear",457.507488444792,0.00639811862290099,-1.31491338942849,0,7
"197","yellow_perch","mi",2005,"42-36","lakeyear",18.3635039663022,1.13797596479461,0.822583385764168,1,6
"198","yellow_perch","mi",2005,"17-209","lakeyear",19.3975393950503,0.80025846419016,0.462729708851094,1,5
"199","yellow_perch","mi",2005,"27-520","lakeyear",36.5309947422981,0.0971305868986126,-1.56573026827528,1,7
"200","yellow_perch","mi",2005,"2-720","lakeyear",61.6231427186381,0.0719755507128143,-1.15365475453422,0,6
"201","yellow_perch","mi",2005,"54-90","lakeyear",46.2419415039343,0.0839126458255657,0.0663264274744429,2,7
"202","yellow_perch","mi",2006,"15-21","lakeyear",16.0341788894031,1.07443178305707,0.648881822026568,1,5
"203","yellow_perch","mi",2006,"36-1529","lakeyear",40.7454952538519,0.20120318799655,0.104983009763397,1,7
"204","yellow_perch","mi",2007,"48-650","lakeyear",16.1454189077186,0.852941234822708,0.322281810548742,1,5
"205","yellow_perch","mi",2007,"18-206","lakeyear",30.6235591880039,0.276396148745688,-0.4786746178854,1,6
"206","yellow_perch","mi",2007,"18-123","lakeyear",28.6256992437492,0.111960435256073,-3.02309925595662,0,6
"207","yellow_perch","mi",2007,"69-61","lakeyear",24.211185225166,0.854248048690889,2.69476270716287,3,7
"208","yellow_perch","mi",2007,"20-109","lakeyear",45.3625180647147,0.125869337864514,-0.63624494029622,2,7
"209","yellow_perch","mi",2007,"42-146","lakeyear",18.8125531045332,0.577213945506265,-0.387713165048577,0,7
"210","yellow_perch","mi",2007,"31-1178","lakeyear",31.6537000861971,0.150297502381569,-1.13970803286472,1,7
"211","yellow_perch","mi",2007,"31-915","lakeyear",33.8210885942678,0.201872960259302,-0.570027179233353,0,7
"212","yellow_perch","mi",2008,"8-619","lakeyear",25.8826293932875,0.22701089549318,-0.847880640915202,1,5
"213","yellow_perch","mi",2008,"40-207","lakeyear",22.7181385131277,0.422757011296707,-0.0452434901378026,1,7
"214","yellow_perch","mi",2008,"75-744","lakeyear",37.3514084831353,0.0793386554367286,-2.46589854319879,0,7
"215","yellow_perch","mi",2008,"52-255","lakeyear",15.214128213893,1.07721872756364,0.0435340178675087,1,5
"216","yellow_perch","mi",2009,"27-933","lakeyear",174.164672648442,0.0137469210065599,-4.38247348469168,1,7
"217","walleye","mi",2006,"1-165","lakeyear",47.3534608377043,0.54310792728845,0.100251900949412,1,10
"218","walleye","mi",2004,"40-117","lakeyear",56.895386509024,0.137097466346042,-4.54412416255767,4,9
"219","walleye","mi",2003,"22-383","lakeyear",54.6738715675295,0.620895092270782,0.289925744364772,1,10
"220","walleye","mi",2003,"35-96","lakeyear",44.4999990402558,3.1632229748344e+29,-6.85500768453177,2,8
"221","walleye","mi",2004,"17-211","lakeyear",62.1422626700611,0.330421893692502,0.280251877434484,2,10
"222","walleye","mi",2004,"63-2","lakeyear",54.6215442796523,1.17076520693417,1.67611181596803,2,10
"223","walleye","mi",2004,"65-79","lakeyear",64.3515849605755,0.238460924985086,-0.514476729735026,1,10
"224","walleye","mi",2003,"27-108","lakeyear",43.3102975742293,5.20154881281615,-2.22087809561498,1,10
"225","walleye","mi",2004,"42-86","lakeyear",46.9192930872759,0.493945709064617,0.212472178367089,1,10
"226","walleye","mi",2005,"17-209","lakeyear",37.1142856974393,117.604616084768,0.995435558217404,1,8
"227","walleye","mi",2006,"7-285","lakeyear",74.0322213227182,0.112246935885284,-2.13380496270328,1,10
"228","walleye","mi",2006,"81-266","lakeyear",54.3125578918962,0.414625500864089,-0.224068086785156,1,9
"229","walleye","mi",2006,"36-849","lakeyear",43.5416665530206,177.728202912645,0.99694957985582,1,10
"230","walleye","mi",2006,"27-761","lakeyear",1609.4336109783,0.00347135804784654,-3.00583127408816,0,7
"231","walleye","mi",2007,"79-2","lakeyear",98.5122955405032,0.10086327242387,-1.39192929706086,3,10
"232","walleye","mi",2007,"56-14","lakeyear",61.0914424846918,0.442609875699032,1.79538683627038,4,10
"233","walleye","mi",2007,"69-61","lakeyear",62.0490006724896,0.266131363927595,-1.05895595600837,1,10
"234","walleye","mi",2007,"52-196","lakeyear",61.9799431348392,0.206914673300152,-1.2119978552281,1,6
"235","walleye","mi",2008,"25-163","lakeyear",105.301276008344,0.0803929734585122,-1.9045116081017,1,10
"236","walleye","mi",2008,"36-204","lakeyear",47.0390733526586,0.286155184637787,-0.352896372596938,1,8
"237","walleye","mi",2008,"68-142","lakeyear",53.6470455501087,0.445233430396058,-0.0800739913439213,2,10
"238","walleye","mi",2008,"8-84","lakeyear",66.1854407418271,0.255941511044619,-0.560430436352671,1,10
"239","walleye","mi",2008,"61-66","lakeyear",43.6071427886772,6.07391246329728e+31,0.55706677255764,1,8
"240","walleye","mi",2009,"51-142","lakeyear",31.0975644080284,15912253.227936,-6.16937166434776,1,10
"241","northern_pike","mi",2003,"5-89","lakeyear",50.3627396054293,1.21157368931132,0.357644072377055,1,6
"242","northern_pike","mi",2003,"36-2067","lakeyear",95.1607624236133,0.169450470020016,-1.67170158255256,1,5
"243","northern_pike","mi",2003,"60-71","lakeyear",75.9923963557176,0.339594104232229,-0.47660521142418,1,6
"244","northern_pike","mi",2003,"48-53","lakeyear",3214904056.64364,1.95622727390978e-09,-6.22333855130655,2,8
"245","northern_pike","mi",2003,"41-516","lakeyear",54.2857143142713,4.81183459547259e+68,-30.0295047596534,3,8
"246","northern_pike","mi",2004,"17-211","lakeyear",63.6886514205505,0.805789963378833,0.272170266350313,1,6
"247","northern_pike","mi",2003,"66-31","lakeyear",66.1404856072834,0.557200355696731,0.0632551490713538,1,6
"248","northern_pike","mi",2004,"63-1650","lakeyear",55.3428556841084,6.00592330070396e+23,-7.90278468121686,2,7
"249","northern_pike","mi",2004,"48-566","lakeyear",56.7941139529867,17.2922586606266,-0.0608516298199858,1,8
"250","northern_pike","mi",2003,"27-108","lakeyear",61.8401616330761,0.876112952025794,0.0498997999013064,1,7
"251","northern_pike","mi",2004,"36-138","lakeyear",1.82959827234014,4.54863519677794e-15,8.60886350227168,1,8
"252","northern_pike","mi",2004,"62-81","lakeyear",0.900717152262188,1.46091270449253e-05,1.73370335754522,4,8
"253","northern_pike","mi",2004,"62-82","lakeyear",4966440240.53397,8.17143252369737e-10,-7.63159347316538,3,8
"254","northern_pike","mi",2004,"75-742","lakeyear",610.840115768787,0.0159478796569592,-2.20984995652071,0,8
"255","northern_pike","mi",2004,"59-99","lakeyear",53.6333333922201,4.42836600958692e+40,-14.549748311284,2,8
"256","northern_pike","mi",2005,"5-97","lakeyear",0.91397241228374,7.38933286047109e-06,2.56346272890358,1,7
"257","northern_pike","mi",2004,"27-696","lakeyear",101.271842486894,0.105328952603321,-4.43383249241047,2,7
