"","wbic","sex","Linf","k","t0"
"65",2329000,"f",37.5834031430069,0.0741923801534718,-2.77806290159203
"66",2329400,"m",23.7888525272257,0.123784080543394,-2.02329003651562
"67",2329300,"m",53.4761182298749,0.0313233223977193,-4.28106818427218
"68",1599900,"m",17.5587414385267,0.307677337350053,0.0794365460806096
"69",2329400,"f",54.2882323488745,0.0478413813448633,-1.88814624368039
"70",1629500,"m",20.7600823638211,0.177740239337372,-1.95633634912704
"71",2339100,"f",40.8575219547587,0.0873351926978942,-0.0136018049986818
"72",2962900,"m",24.4528225220035,0.128686781396564,-2.0487770552874
"73",2962900,"f",27.0919543232013,0.178870294550195,0.217329857250515
"74",1600300,"f",37.5995511117616,0.0887836597810832,-0.886939410704848
"75",2954500,"f",76.3206850827047,0.0267649712018975,-2.62963685885847
"76",995200,"f",40.8353014348563,0.0646430930965625,-0.97593701039305
"77",1602600,"f",35.5377392331407,0.100622782910282,-1.19648812536996
"78",1591100,"f",34.5338112250871,0.116465042087901,-0.641086319609031
"79",2328700,"m",22.8765444062263,0.130475674163401,-1.89586774262268
"80",2954800,"m",23.9898899016685,0.0899366761542734,-3.72383122033659
"81",2334300,"f",37.8160376426189,0.0845493137260159,-1.58802576697058
"82",2328700,"f",72.3587068944468,0.0326626518990914,-2.008730651206
"83",1596300,"f",48.1886324993502,0.047547814204747,-5.43591213136669
"84",2339100,"m",20.7008699426875,0.213547152737688,-0.39124145575518
"85",2328800,"f",36.905016150678,0.0910860891090286,-0.865883790716234
"86",1629500,"f",22.0974632961473,0.226573647630436,-0.61831769686419
"87",1591100,"m",25.4720109942604,0.126410581263948,-1.90366332408036
"88",1602600,"m",32.1475889183387,0.0732150804107383,-3.87484460764556
"89",2954800,"f",58.2072360819064,0.0378926355323436,-2.21577369459082
"90",995200,"m",21.0267318323751,0.15301073918274,-1.06871721625412
"91",2954500,"m",46.8038626093092,0.0349216507292574,-4.53663581445186
"92",1018500,"m",26.090416869995,0.109837348722107,-2.55324458065591
"93",2958500,"f",32.898694140023,0.0987952642634602,-1.55614072632578
"94",2958500,"m",30.5060946941733,0.0691423571074106,-4.43977349205834
"95",1605200,"m",29.6754366705033,0.0891787431628236,-2.02443699734983
"96",2332400,"m",35.8206763776264,0.0582221060025024,-4.61922347701145
"97",716800,"f",33.8798358167307,0.126323091348662,-0.802932156808203
"98",2332400,"f",46.0598082439503,0.0550379930308315,-3.08398898755128
"99",1018500,"f",32.2836115115455,0.126247818430783,-0.819016587595602
"100",1593400,"m",24.5683618323551,0.122240490473781,-2.40969426296612
"101",716800,"m",20.6033699562947,0.296686766244852,0.328961141158473
"102",1593800,"f",27.0437387436078,0.185324964559727,-0.536151699313959
"103",1630100,"m",32.4807726370019,0.0739765358123818,-3.86494876595195
"104",1881900,"f",36.3373881013583,0.105671589898648,-0.964736841800783
"105",1630100,"f",38.3791496103589,0.0793047120015721,-2.888886916243
"106",2329600,"f",40.3348040517875,0.0681382699228082,-3.09360644124529
"107",2953100,"f",40.7646110731379,0.0706161424634747,-1.90822959457541
"108",2953100,"m",20.401677634066,0.190549424070565,-1.17473938412611
"109",2964100,"m",29.5201602197178,0.0531273927951036,-5.63451211992825
"110",2329600,"m",21.4580392015892,0.198131746892638,-1.10641710885083
"111",2329800,"f",34.0870600305749,0.100420758148329,-1.77584294653091
"112",1621800,"f",30.3308966251085,0.113642122679447,-3.2326675697398
"113",1621800,"m",21.6457023401096,0.202066001282662,-1.79568486509722
"114",1013800,"m",19.6222671011167,0.167911214349076,-2.7036247575615
"115",1013800,"f",34.1948294559344,0.0370016228204509,-11.1003970826211
"116",2316600,"m",22.6374897947513,0.154275569668708,-1.66724082429104
"117",2316600,"f",26.5972531898331,0.248676167951229,1.80140441527601
"118",2962400,"f",68.7378685637871,0.021030931713725,-6.9066756067501
"119",2962400,"m",22.3334177976203,0.136435223974435,-2.34694742657997
"120",2332300,"m",18.4202612307297,0.237395060658312,-1.85739104298395
"121",2332300,"f",38.0581760605246,0.0791964447000191,-2.50798853864686
"122",1596600,"m",23.0744389115941,0.149538411598771,-2.50848295528836
"123",1596600,"f",27.5270884888006,0.252980835837607,0.384445217799196
"124",2336800,"f",43.3176011481435,0.0644235972645336,-1.94872635494973
"125",2336800,"m",25.0512291193197,0.104189092824059,-3.29526599064261
"126",1601300,"f",60.0778500748404,0.0507946605702946,-0.65949306393874
"127",983600,"f",22.5702330093104,0.117625031871852,-6.56828487718894
